"lat (STRING)","long (STRING)","author (STRING)","year (STRING)","month (STRING)","day (STRING)","hour (STRING)","minute (STRING)","text (STRING)","hashtags (STRING)","search_term (STRING)","id (STRING)"
"39.9574319159","-75.2909417709","PiffBlOwiin23","2013","3","21","20","52","“@JWhite_25: @PiffBlOwiin23 fuck you spic” just lost all respect for you. Plus you spelled it wrong, you fucking chump","","spic","-7203263101952258508"
"40.7150359419","-73.2585994969","bianncadanielle","2013","3","21","22","14","""I swear ill never go to another sophomore party again, they were like zombie sluts grabbing my face, I was scared for my dick"" 😂 fronk","","dick","7181505655056383682"
"0.0","0.0","texasguy04","2013","3","21","22","14","My nephew is turning 16 this Sunday. I don't even know what the little fucker wants. Lol Just kidding.","","fucker","-5507253987007099670"
"30.297297067","-97.6467216668","CalebTM16","2013","3","21","22","14","I'm like the Average on Xbox was 68 hours a month and I was clocking in 384 hours I had some issues like a mother fucker","","fucker","2787529107894119330"
"39.5955531893","-119.837725491","LoafySezBelch","2013","3","21","22","13","@Bitchy_In_Camo Hey I follow @_snow_ ...if you can follow that fucker you can follow anyone...","","fucker","2747364443003070417"
"32.8887596416","-117.242450724","playingthe_game","2013","3","21","22","12","@texas839 @gayathleteprobz you mother fucker!!! Hahahahahahahaha ma heart nearly stopped.","","fucker","-766458399163331663"
"53.3945036447","-6.28025251441","DanielleAleesha","2013","3","21","22","11","#ImSoUsedToHearing ""You curse so much"" Oh do I? Do I fucking curse too fucking much huh?
Fuck you, you fucking fucker.","#ImSoUsedToHearing","fucker","6914197539741507800"
"32.043767008","-106.43213301","fuenciado_yes","2013","3","21","22","14","#WhyISmile mike Fuentes drumming matching my heart beat ❤","#WhyISmile","beat","-6405887109488125664"
"38.3230310446","-85.690276092","x0_whittle","2013","3","21","22","13","I would rape rhianna","","rape","-5935006503925602331"
"41.4508901744","-74.4217442699","RaeUniversity","2013","3","21","22","14","Your voice makes me want to stab people!!!!","","stab","-2197599735961707344"
"0.0","0.0","_I_Am_Black","2013","3","21","22","29","last name fuck, first name idontgivea","","fuck","7878668133855349248"
"39.16103804","-77.1993376463","KingAhmaad","2013","3","21","22","29","What the fuck is life?","","fuck","-9131181453222412966"
"41.0284484178","-81.6248381418","JakeConti3","2013","3","21","22","29","@assssshx3 WHAT THE FUCKK. WHO THE FUCK IS TALKING LIKE THAT TO MY BB?😡","","fuck","-1493026296332434661"
"39.9600456","-75.6009682","Hershey_Shy_","2013","3","21","22","29","@Poetic_Loveeee @SoaOn_IAm Lol Right That Shit is Making my Stomach Hurt ! Sike Naw","","shit","1713816301510211671"
"44.5241959253","-87.7079091701","spongejr67","2013","3","21","22","29","You bet your ass I picked Harvard #MarchMadness","#MarchMadness","ass","2445143387160151302"
"38.9248801952","-77.1447024222","kiera_elise7","2013","3","21","22","29","anyone tryna hmu with some cute ass goodnight text","","ass","-6494782543714042506"
"25.9508764","-97.4961675","CandyHe49478985","2013","3","21","22","29","fucking ass hypocrite.","","ass","-5215408275632755610"
"41.9547485333","-88.1683111875","jennkordzinskii","2013","3","21","22","29","@Duron_32 k asshole","","asshole","2695395500760933900"
"40.8493668354","-74.4858901576","genieloveee","2013","3","21","22","28","And Crista should stop texting boys and text me again since she's using her iPod @CristaPatinio 😡asshole","","asshole","4746261618320288470"
"39.727038215","-86.0911867116","rawrrrrdanielle","2013","3","21","22","28","I was gonna go through &amp; like @backflops selfies but he has none. Nigger","","nigger","-5309226008983080233"
"36.9144750154","-76.2424751279","__arika","2013","3","21","22","21","I hope this nigger didn't think I was gone call him back","","nigger","4954970503433805592"
"42.0928209854","-70.654880642","jobrien94","2013","3","21","22","29","and you can call me a faggot for speaking my mind, but if you do, you're probably in high school or you just never grew up. One or the other","","faggot","-1864321446414673932"
"41.6716764","-81.4238433","kayvonBuiiii325","2013","3","21","22","28","""@teddynickels1: Biggest faggot I've ever meet honestly"" @Lil_Ryannnn3898","","faggot","-9075386559263676332"
"33.489414","-112.14580886","JustArlun","2013","3","21","22","29","@_BeyonInfinity YOU KNOW I would CUNT AINT NOBODY SCARED GHETTO NAA BITCH NEVER THAT JUST HANDLING A BITCH RIGH THATS IT ; )","","cunt","4583554881591007997"
"52.9369846872","-1.18618745066","IlyasIzzuddin","2013","3","21","22","29","Dont be such a cunt !","","cunt","4159386541521535720"
"32.6181172254","-83.6564940401","Suavey_Phew","2013","3","21","22","29","My dick was the most powerful thing ever created","","dick","-8324296361124214463"
"30.5281524719","-87.2245365852","marya_antone23","2013","3","21","22","28","Of all times my computer decides to update #fucker 😑😒","#fucker","fucker","4056820598627614624"
"35.2253549904","-80.8420035772","johnstonfwd2","2013","3","21","22","28","@brian_petrich shut the fuck up you radical left wing liberal gay ass queer looking mother fucker.","","fucker","-8430748977756025413"
"31.99243649","-102.07812686","ChristineS1991","2013","3","21","22","28","@MattyDeeTwo40s ill give a mother fucker a grammmmy","","fucker","5296520097231276893"
"42.3150983407","-95.0420737547","egphonehome","2013","3","21","22","27","@dreyboi30 lol you crazy fucker thanks for driving like 60 miles for our lunch date ❤","","fucker","-167601500507676218"
"43.0782178","-75.54269955","ShaunDePasquale","2013","3","21","22","29","@ProFootballZone He went in with alot less talent than other QBs and beat teams on the road last-minute, Montana-esque. People forget that.","","beat","3691953537599464759"
"40.6327959333","-81.4158834667","TsMFLosSin25","2013","3","21","22","29","Flip on ufc dude gets drops 1st punch of fight smh pussy","","fight","1230764941383341583"
"36.267278009","-119.884089321","brookedetweiler","2013","3","21","22","24","@R_Mill_21 i will stab you in the neck with a knife! 🔪","","stab","-7170376387641527661"
"39.1763722263","-84.5417070876","mykellamaura","2013","3","21","22","44","might be immature but if you fuck with someone i don't like i don't fuck with you sorrrrry","","fuck","8445767999623022639"
"39.7671732418","-86.2625993459","ItsCussImShort_","2013","3","21","22","44","@Ayoo_Santa Me ? talk Shit ? Haha noooo I don't even talk , you the one always like "" Booo"" in biology !","","shit","-8017249304281701937"
"43.0485911435","-82.4497033284","hannahgerttt","2013","3","21","22","44","@tiffanyfrick one time heather actually showed up before 11 @Heatheff I shit my pants when she did","","shit","5804351155117308360"
"0.0","0.0","cool_ass_butt","2013","3","21","22","44","@Space_Jam420 u a thug","","ass","4064165840162692065"
"42.299265638","-83.2789701038","Vicccccctoriaa","2013","3","21","22","44","@CeciliaNosek you didn't buy the tickets on time asshole..","","asshole","6687907447257249973"
"42.618682","-88.47763787","LaurenAudetat","2013","3","21","22","44","Why is the asshole always named ""Emmitt""?","","asshole","-1612952714635798144"
"0.0","0.0","Yolospeare","2013","3","21","22","44","""You're literally so mean""
""No Im just mean to you because youre an inconsiderate asshole""","","asshole","6915318609310742131"
"33.7160443","-118.0170908","mrOCmilf2012","2013","3","21","22","44","@socalcowboysfan @MrsOcMilf13 fuck yeah...come taste this asshole","","asshole","-7033735411941448986"
"38.1381121276","-121.315523475","tyler_mcbee","2013","3","21","22","44","Damn! Your an asshole 👏","","asshole","7084388129522358354"
"39.1258215124","-121.653229131","Marlena_Claire_","2013","3","21","22","39","Fuck nigger music","","nigger","8304328220891836058"
"0.0","0.0","BrendaBieber0","2013","3","21","22","43","i was gonna go to southland with my baess but my sister is a fucking cunt so i couldn't","","cunt","-2532889930650620297"
"39.57435372","-75.08622208","Alysia_sibley","2013","3","21","22","44","""You can't dress like a slut and expect a guy to approach you like a princess."" What happens if I dress up like a disney princess?","","slut","6056666535999083912"
"25.5232074","-80.4178621","itzSUGA","2013","3","21","22","44","@RJTheMasochist Don't Start With Me Cheer Whore.","","whore","2230165617306750178"
"42.2889998183","-85.6184340455","nadiafakih","2013","3","21","22","44","Cayla is a dirty whore.","","whore","-3022743703623312223"
"10.1614868","-61.4412116","NisaaAmmara","2013","3","21","22","44","$300 bottle of wine for an occasion... My husband calling me a whore is an occasion!!!! ROFL #Scandal","#Scandal","whore","528781434149850256"
"32.52009","-92.65107","RPMJ04","2013","3","21","22","44","""@iAmTruthKilla: My husband calling me a whore feels like a occasion no them trips was #scandal"" dat peen in Mexico","#scandal","whore","3401514807387414922"
"0.0","0.0","bigbrotherfanzk","2013","3","21","22","44","@DanGheesling hey dan  have  you  ever meet  evel dick  is  he really an  ass in pearson as he is on here","","dick","-3941711854591763642"
"40.9149802157","-84.0683167659","morgs_xoxo","2013","3","21","22","44","@JonahMFShank i have been mother fucker. alll of my tweets are about country guys. you woudnt know since you JUST followed me. #beotch","#beotch","fucker","8080011316341205146"
"-33.8616581921","151.210541443","MyJSmith","2013","3","21","22","43","@freddlumby you little fucker. Get my jacket off!","","fucker","2506981637804727783"
"41.2299343937","-80.4532649945","upthepucx","2013","3","21","22","44","@Rape_The_Blacks are you sure this is what you want to be doing, Brian? Do I have to call your mommy?","","rape","2671101789980411404"
"29.8739542","-97.9379589","TellyRo","2013","3","21","22","44","""@DomPosts_: Pregnancy, periods, breast cancer, being walked on, rape, harrassment, abuse; females go through a lot. WOMEN ARE STRONG.""","","rape","-170467998685178847"
"39.2729060725","-94.4139714819","CourtneyNyman","2013","3","21","22","43","Rape is such a strong word. I prefer struggle snuggle. #sloths","#sloths","rape","4030183892005743585"
"40.190937921","-92.5875336802","shawnacismall","2013","3","21","22","44","I realize now that when your heart breaks, you have to fight like hell to make sure you're still alive.","","fight","7203869883306532210"
"38.7327935176","-98.2262234532","hkoralek","2013","3","21","22","44","Allison's reply to some dude- ""I will fucking stab you"" 😂 I'm literally dying right now 🔪","","stab","-8664431756135083953"
"29.7381685","-95.5063222","ann_wins","2013","3","21","22","42","@HLNTV has #Jodi trial mentioned ""stab in the back"" &amp; his perceived behavior? Isn't it important?","#Jodi","stab","-3186014094798498491"
"34.094805345","-84.0126403515","I_AM_MLancaster","2013","3","21","22","39","Watch the ppl that's supposedly close to you, they'll stab you in the back the fastest... #RNS","#RNS","stab","3477282933246637457"
"29.7381525","-95.5063075","ann_wins","2013","3","21","22","38","@DrDrewHLN has #Jodi trial mentioned ""stab in the back"" &amp; his perceived behavior? Isn't it important?","#Jodi","stab","6913567572427832975"
"39.9291757209","-75.3796313453","JessusChristxx","2013","3","21","22","38","Hopefully my headlights don't stab anyone this weekend like they did last time","","stab","4289532529755666471"
"39.1400835692","-92.6870969409","DeterBeFlexin","2013","3","21","22","45","@young_cartel92 Lmao. Yea then coach James be yellin KUSH when y'all shoot. Ma fuckas would think Fayette was full of GOONS lhh 👍👌💯","","shoot","620964251028614909"
"47.0781528","-122.5686338","showtim379","2013","3","21","22","44","Birth Control Pills should be for men. It makes much more sense to unload a gun than to shoot at a bulletproof vest","","shoot","-1099630216028720810"
"39.7471287987","-75.534780901","RappedOut_Yae","2013","3","21","22","59","@Tayshia_Baby FUCK YOU NIGGA !!!! 😝","","fuck","7589092130301775515"
"35.3971809866","-80.5795781829","uh_LEE_shaH","2013","3","21","22","59","I'm bored as shit, not sleepy at all!","","shit","6394773077464282734"
"33.7645089068","-84.0186785068","Phresh_BBC","2013","3","21","22","59","This nigga Donnie is the biggest shit talker of all time lmao I thought I was","","shit","7328869812577710679"
"0.0","0.0","sexaylexay17","2013","3","21","22","59","@ramadom92 shit i've been losing..","","shit","-1819264524829569546"
"34.8288645631","-114.613260108","StevieKidd55555","2013","3","21","22","59","No need to shout bitch lol","","bitch","-5457078188711796482"
"38.90443987","-94.66068418","ConnorKerth","2013","3","21","22","59","@ConnorMcMullen corrected myself ya asshole","","asshole","-8457859615902390563"
"41.6932640079","-81.2940444943","elderlybutts","2013","3","21","22","59","""Rt if ur idol is here"" how bout I rt my foot straight up ur asshole.","","asshole","3793650533796487138"
"42.8409100072","-70.8542445941","PerryMroz","2013","3","21","22","59","@JaiaPeabody @tconnors12 hey now I'm just politely standing up for my gender. I don't ""like"" being an asshole either. it just happens","","asshole","-8605745577581569662"
"39.2169839577","-76.5881285158","downtharaylerd","2013","3","21","22","54","laughing my ass off at the ghetto white nigger next to me trying to spit game #bitchplease","#bitchplease","nigger","-2776309627669309444"
"40.6342059374","-111.795520485","thedavid6914","2013","3","21","22","57","@NickolasHolding if rather be a faggot and have friends","","faggot","5676485180825952458"
"39.2647526","-76.4995725","Tyyyyyyy_","2013","3","21","22","57","Get off my tl with your faggot ass hair","","faggot","6297862729452860775"
"33.4537525052","-112.072328214","CeceDoesIt_","2013","3","21","22","57","“@TityBoiCedd: Charles Barkley Commercial With The Kids Playing Basketball Is Funny” he's a faggot!","","faggot","-2157430679476927520"
"39.145827787","-76.5842399374","That_White_Cunt","2013","3","21","22","59","@SydneyRoyah ❤ “@lnternetGrandma: If I send you ugly selfies, our friendship is real.”","","cunt","-6535910630596241040"
"42.563831904","-83.125828961","m3ftmfw","2013","3","21","22","58","Actually laughed. “@amyschumer: Thank you @LisaLampanelli for having me at your amazing show. #cunt”","#cunt","cunt","6444461795798823107"
"55.7778223923","-4.34890755211","cha4nel","2013","3","21","22","58","Worst cunt http://t.co/gIGK7OyxPZ","","cunt","-7740308478134471916"
"26.1720072659","-97.9913025397","Brandon_Devin","2013","3","21","22","57","“@valeriexxxann: ""@Sadiesaxtonsays: You're a dirty hoe @Brandon_Devin  #Yourewelcome""” and you're a little cunt! #bridesmaids #Yourewelcome","#Yourewelcome|#bridesmaids|#Yourewelcome","cunt","3286899600920716943"
"42.7333451","-90.485592","Jorberry1","2013","3","21","22","58","""@ItsFunnyLife: Vlut = A virgin that acts like a slut."" @KHoppman23","","slut","-7936891652752419015"
"42.13749062","-83.21889092","jkbackk13","2013","3","21","22","58","If you have ""puck bunny"" or ""puck slut"" in your Twitter name, I have no respect for you","","slut","6854755029958739718"
"42.2841814","-85.6454608","Biitchimsexy_","2013","3","21","22","59","Bitches snitching &amp; shit. Imma raid yer Meth lab whore.","","whore","8397701272930800025"
"38.7449169164","-82.9937568984","uhh_kat","2013","3","21","22","59","Keep cashiering. RT “@JustinKammler12: @uhh_kat 305 isn't whore island but it's close enough 😂😂😂”","","whore","8814929083970722221"
"1.42702091443","103.793003162","lolwhatismylife","2013","3","21","22","59","@rawrimasmosher8 your aunt is a dick never do that you're amazing okay","","dick","4729213203099427733"
"34.1489586421","-117.43856756","ErinRenee24_","2013","3","21","22","59","“@KyleCalifa_: Everyone says I look like a dick when they first saw me , I'm acctually a nice guy. Lol” #LiesToldOnTwitter","#LiesToldOnTwitter","dick","3866390096687914740"
"25.04994","-77.37258","_ThatsRetro","2013","3","21","22","58","RT @dae_christine: So Nae you coming gym tomorrow? || Not That Lazy Fucker","","fucker","6716011230003951017"
"36.3015503576","-78.4014727548","__SoyDiannaa","2013","3","21","22","59","But I did study , so I'm not beat 😁","","beat","719349453459470917"
"25.5936436","-80.3361428","jpe33180","2013","3","21","22","59","GOP please repeat this...rape is rape - the survivor is not the perp - no means no - WTF is 'legitimate' about this crime?","","rape","2467906567357205294"
"42.25447208","-77.7877469","StopnStare","2013","3","21","22","59","VCU goin in for the kill against Akron. #rape","#rape","rape","1449310629086331003"
"0.0","0.0","Maris_Tyler","2013","3","21","22","59","@Harry_Styles i make dinner and u dont even come home in time we are in a fight","","fight","-3853850009087170677"
"28.621674534","-81.2890912034","itsKeri_yaMORON","2013","3","21","22","55","Ms Palumbo makes me want to stab myself, repeatedly, with a plastic butter knife.","","stab","-5329163429362370770"
"42.0643373207","-88.2168594842","arsalaan_isRARE","2013","3","21","22","59","I got Joakim out here with that wack ass shot missing shit and continuing to shoot it. Like JOAKIM #NOOOOOOI","#NOOOOOOI","shoot","-2004094111234157721"
"39.7929819581","-86.2718972751","TheAwesomeAcorn","2013","3","21","22","59","They'll shoot you down in the name of ambition.","","shoot","5888282328571130955"
"34.7450916","-87.637844","iSKEE_youMAMA","2013","3","21","22","59","Ah shoot","","shoot","4077269662284978970"
"39.2938021745","-84.3095892513","ZachKranzmayr","2013","3","21","22","59","shoot me that textt","","shoot","6961228996703858204"
"47.2119728084","-122.472761174","Lanaa061012_","2013","3","22","0","14","“@Jon061012_: Why this bitch has your name on twittee the fuck is this 😒” Sayin?","","fuck","-4547702500546327029"
"39.53694615","-119.74954857","JudithTheBoss","2013","3","22","0","14","Fuck you man making me miss the gym because yo dumbass wanted to hang but didnt come! -.- #Pissed #ToLateToGo","#Pissed|#ToLateToGo","fuck","-5692784835185920369"
"29.683860225","-95.22619415","cristalehh","2013","3","22","0","14","Talking about I dont give a fuck if I fucked my mom XD woah there ?","","fuck","5214835049438942935"
"31.7518337863","-89.237846369","iCoCkY_eNvY_i","2013","3","22","0","14","Even if I gave a fuck I still wouldn't give a fuck!!","","fuck","-5983663551544727399"
"38.2189551741","-81.4303670079","imLynzeee_xD","2013","3","22","0","14","Sleeping with a shit ton of pillows is my favorite ! 😴😊👍👌✌💜💤🙈","","shit","-1770313754234765250"
"44.1859709","-103.3341018","sethness_j","2013","3","22","0","14","@sydmay1 hate to be the bearer of bad news. But you have to like more than one song for a band to constitute as your shit. #suckaaaa","#suckaaaa","shit","-6914235226028971294"
"34.1912028375","-118.378222059","jessicaarias01","2013","3","22","0","14","OMG LMFAO DUDE U MADE
MY DAY THAT SHIT IS TO FUNNY!!! @PedroMilonakis","","shit","5892443363726921964"
"31.7846372","-96.4574894","SmithTall_T","2013","3","22","0","14","Im out this bitch #withyoooomommmmmaaaaa","#withyoooomommmmmaaaaa","bitch","-4895345773929915738"
"47.2119728084","-122.472761174","Lanaa061012_","2013","3","22","0","14","“@Jon061012_: Why this bitch has your name on twittee the fuck is this 😒” Sayin?","","bitch","-4547702500546327029"
"29.5766485094","-98.6216013235","VivRodriguezz","2013","3","22","0","14","“@xo_Cory: Got yo bitch tip-toeing on my marble floors.. 👅”","","bitch","-1837154066581662822"
"40.6582792243","-73.6465839577","TheHottestMonth","2013","3","22","0","14","Finga poppin each uddas ass holes","","ass","4155739402388011713"
"0.0","0.0","RACSO___","2013","3","22","0","13","Marcos you stay nigger lipping it","","nigger","-3742712593379306265"
"33.888358986","-84.2693622039","Bleached_nigger","2013","3","22","0","8","I've heard never let a girl choose you, but then again, why choose a girl if I'll get rejected like always?","","nigger","-1439533695078112214"
"33.9288437","-118.2614632","creeeepie18","2013","3","22","0","14","fucken cunt ._____.","","cunt","-3751208275588132395"
"40.56516225","-84.1948815","stevienojobs","2013","3","22","0","13","Rumage through a ruptured cunt- Earl Sweatshirt","","cunt","8489621426533143549"
"34.130143784","-117.982581994","jimmywimmy21","2013","3","22","0","14","@ohhmyydedonn you're a slut! 😂","","slut","535721101478054319"
"30.5182325946","-90.4718901165","Aych_Dee_Emm","2013","3","22","0","13","“@toulaboy68: She a lil sex slut short an stout, she gives up the vagina and opens her mouth.” 😂😂😂😂😭💀","","slut","-3002760853978988722"
"29.6012836928","-98.2523563319","DeAnndra_Renee","2013","3","22","0","13","Boo you whore","","whore","3991236210352577238"
"26.288014954","-98.2439608201","Matthew_Garza1","2013","3","22","0","14","@bowdowntojay I was kidding lol that band sucks dick bro lmao","","dick","2686777102208020388"
"45.3517314","-75.72773653","InnocentMenace","2013","3","22","0","14","After the video i just i wonder how white guy get woman pregnant with such small dick..... how they get it in tbh .... #miracle","#miracle","dick","3474245293711979327"
"43.10334659","-77.61126729","Dylan2smith","2013","3","22","0","14","@gulinoo @nicole_welcome check your tweet feed fucker it just
Filled mine up.","","fucker","-4604518898429194140"
"43.2421626477","-93.5111528356","TailaJacobs","2013","3","22","0","13","k, fucker.","","fucker","6744612955155832217"
"34.5423330507","-84.0317115282","jansen_jones2","2013","3","22","0","11","@SwampDonkey38 mother fucker don't copy my tweets","","fucker","8402107023227933416"
"40.4848442","-79.8759277","LeLe_Sanders29","2013","3","22","0","14","I need to finish packing my luggage. Ima have to leave early to beat traffic","","beat","9221170680582928380"
"27.446864787","-99.4850072432","AliciaManzo","2013","3","22","0","14","@jizelle_cavazos lol yes its so much fun lbj is always the beat team there!","","beat","-1837311228130265629"
"44.8071857","-93.3708676","caseydhowe","2013","3","22","0","14","I'm speechless right now. Rape is NEVER ok. Ever. #FuckedUp http://t.co/MdVSs5j215","#FuckedUp","rape","-4305319659348425903"
"43.0317941904","-78.7320674569","tbone2196","2013","3","22","0","14","Jeez I take a day off from twitter to watch basketball and we have the twitter fight of the year with jimmy and Aj #confused #whathappened","#confused|#whathappened","fight","4221898103359590629"
"42.8019857454","-106.439935891","olsenr23","2013","3","22","0","14","@T_Willoughby1 yeah I can't really fight that well... But it's better than ""talking and working it out"" that's not what men do.","","fight","-5027697792911808777"
"33.7289879518","-117.901973231","amparo_PGP","2013","3","22","0","12","@dv_claudia or stab you in the back lol","","stab","-6886941216984966217"
"32.7814113021","-97.0947135636","drewmaniac","2013","3","22","0","11","@Wattyz True. Guess I'll just stab the beast with my steely knives.","","stab","8316686075433412742"
"0.0","0.0","Its_MarcosNY","2013","3","22","0","14","Just point the gun to my head right now and shoot lmao #TheBlow","#TheBlow","shoot","-2210418613807992613"
"29.5783621109","-98.3369906302","killluhkatie","2013","3","22","0","44","the fuck you doin'? bullshittin'.","","fuck","9218338798729970476"
"39.9597193441","-75.2447662969","RashanM215","2013","3","22","0","44","I'm erked cause the shirt I wore today would go perfect for my lay tomorrow... Fuck it imma just wear it again &amp; not take no pics😭😭😭😭😭😂😂","","fuck","-1733341477925264985"
"36.0426569437","-94.1765389639","Itsss_shellbyyy","2013","3","22","0","44","Alright then. Fuck off ✌","","fuck","2732415507655815305"
"38.0974262534","-85.8618575894","AYoungParrott","2013","3","22","0","44","Yeah well too bad bitch!","","bitch","3005649611682936085"
"34.0585238","-118.3899205","RachelTeman","2013","3","22","0","44","The karma of fucking over a good girl is the bitch you end up with. #GoodluckToYouAsshole Ha!","#GoodluckToYouAsshole","bitch","6318294541185206133"
"42.1297208938","-80.088632812","Rachie_P","2013","3","22","0","44","“@TreySongz: Gotcha bitch feelin me right now you'n een know it!!!!” All the bitches wanna feel you","","bitch","-8816075200589050355"
"27.8072968","-97.6772774","SuperNeeegro","2013","3","22","0","41","@Vicente7Leal @LaurenLoooove17 hi (: I thought I was your nigger .-.","","nigger","-9199688542974647438"
"34.3006531103","-77.9393277225","cfr3lin","2013","3","22","0","44","@CaptainTimko ohhh. But still. She's still a cunt. Sorry not fucking sorry. And I'm also drunk. But I still mean it. Never go back 👊👊👊👊","","cunt","6074206933023790020"
"33.4436641","-111.5752694","briananovak57","2013","3","22","0","43","@veronicamuniz_ well your a skanky cunt . (; soo bye","","cunt","-7842666984469610991"
"53.734080568","-2.50428526663","markyboylfc1970","2013","3","22","0","43","If you don't like the word cunt !! You probably are one","","cunt","1816106163650446740"
"36.0638708857","-95.8070303325","triniiiity","2013","3","22","0","42","“@ItsBrunetteMe: #TwitterIn5Words ""you are a dumb cunt""”","#TwitterIn5Words","cunt","-7784474380042369923"
"33.0599096815","-97.0458707853","ayyeitskate98","2013","3","22","0","44","I'm not saying you're a slut. I'm just saying that you've been on more wieners than ketchup!!!","","slut","6958066174833480483"
"39.13624556","-76.70275223","ThatManMingo","2013","3","22","0","43","-----&gt; ""@BrandonR_58: Erin does seems like a slut tho. I don't know how many guys I've seen her give permission to marry her on here.""","","slut","-5196989724069685814"
"32.8548836664","-96.970950492","NaaraAguayo","2013","3","22","0","44","“@whore_caaake: stop with the bullshit , and grow the fuck up .”","","whore","-6282152869685784574"
"30.2458543092","-97.5835954745","187GoldErythang","2013","3","22","0","43","Don't first me and you used to be close and you told me how all your weekends went you little #whore","#whore","whore","-287548540556380882"
"40.8961753666","-72.9000849937","nico_elizabeth","2013","3","22","0","16","“@StopSuckinMeeee: With her spic ass” excuse me little boy","","spic","-5465201028207818333"
"41.53060395","-88.07198654","Im_HeR_lOsEr","2013","3","22","0","44","Me next to guys in the bathroom ay man hold ma dick please","","dick","1576417827443732810"
"33.8032913607","-117.888273681","Beccaalicious","2013","3","22","0","44","Jealous cause you got a tiny dick and bitches in Alaska only wear granny panties","","dick","8522451148891512854"
"41.1925125635","-96.0394887161","ayeeekyraa","2013","3","22","0","44","If I had a life, I wouldn't be text you . Just thought you should know that fucker ,","","fucker","8658450460564154196"
"29.5920358971","-95.1942176186","hayleynaaaa","2013","3","22","0","44","Now dance fucker dance.","","fucker","596277607757609320"
"41.3046749169","-82.9745131452","Ian_MF_Owens","2013","3","22","0","43","Night fucker ✌","","fucker","-7051799888951140251"
"33.8518580566","-117.994759069","b_youngquist","2013","3","22","0","43","@kaatelynlindley YES MR J . HE IS A BABE AND I WILL RAPE HIM","","rape","7734896592895969105"
"32.6662065073","-116.957690033","JakeTerryxx","2013","3","22","0","44","@EverettRachel it's fun at some times but we fight a lot 😂","","fight","-5650034489375658628"
"38.0451600194","-84.5159179486","ceee_ehm","2013","3","22","1","29","“@_alixxx_: @ceee_ehm fuck you cunt I corrected myself” run up get done up","","fuck","8532372807253552224"
"42.6557845669","-73.7952389383","ben_jamin_john","2013","3","22","1","29","jesus, so sam jackson really does just get straight ate by this shark. #nosharkemoji #hm #fuck","#nosharkemoji|#hm|#fuck","fuck","4966355415326591226"
